City,date,Residential,new_cases_smoothed_per_million,gr_cases,new_deaths_smoothed_per_million,stringency_index,Workplaces,population_density,gdp_per_capita,aged_65_older,cardiovasc_death_rate,life_expectancy,time,group,z_stringency_index,z_cases
Bangkok,2020-02-15,1,0.004,NA,0,0,7,135.132,16277.671,11.373,109.861,77.15,1,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-16,2,0.004,0,0,0,2,135.132,16277.671,11.373,109.861,77.15,2,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-17,1,0.006,2.941176470588235,0,0,2,135.132,16277.671,11.373,109.861,77.15,3,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-18,2,0.004,0,0,0,0,135.132,16277.671,11.373,109.861,77.15,4,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-19,1,0.004,0,0,0,0,135.132,16277.671,11.373,109.861,77.15,5,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-20,1,0.004,0,0,0,1,135.132,16277.671,11.373,109.861,77.15,6,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-21,2,0.004,0,0,0,1,135.132,16277.671,11.373,109.861,77.15,7,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-22,2,0.002,0,0,0,4,135.132,16277.671,11.373,109.861,77.15,8,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-23,2,0.002,0,0,0,2,135.132,16277.671,11.373,109.861,77.15,9,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-24,2,0,0,0,0,0,135.132,16277.671,11.373,109.861,77.15,10,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-25,2,0.004,5.714285714285714,0,0,-2,135.132,16277.671,11.373,109.861,77.15,11,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-26,2,0.01,8.108108108108109,0,0,-1,135.132,16277.671,11.373,109.861,77.15,12,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-27,2,0.01,0,0,0,-1,135.132,16277.671,11.373,109.861,77.15,13,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-28,2,0.012,2.5,0,0,-1,135.132,16277.671,11.373,109.861,77.15,14,Bangkok,-1.3194868652425589,NA
Bangkok,2020-02-29,1,0.014,2.4390243902439024,0,0,5,135.132,16277.671,11.373,109.861,77.15,15,Bangkok,-1.3194868652425589,NA
Bangkok,2020-03-01,1,0.014,0,0.002,0,3,135.132,16277.671,11.373,109.861,77.15,16,Bangkok,-1.3194868652425589,NA
Bangkok,2020-03-02,2,0.016,2.380952380952381,0.002,0,-2,135.132,16277.671,11.373,109.861,77.15,17,Bangkok,-1.3194868652425589,NA
Bangkok,2020-03-03,3,0.012,0,0.002,0,-4,135.132,16277.671,11.373,109.861,77.15,18,Bangkok,-1.3194868652425589,NA
Bangkok,2020-03-04,3,0.006,0,0.002,0,-4,135.132,16277.671,11.373,109.861,77.15,19,Bangkok,-1.3194868652425589,NA
Bangkok,2020-03-05,3,0.014,9.30232558139535,0.002,0,-4,135.132,16277.671,11.373,109.861,77.15,20,Bangkok,-1.3194868652425589,NA
Bangkok,2020-03-06,4,0.014,2.127659574468085,0.002,16.67,-6,135.132,16277.671,11.373,109.861,77.15,21,Bangkok,-0.9891915300567856,NA
Bangkok,2020-03-07,3,0.016,4.166666666666666,0.002,16.67,2,135.132,16277.671,11.373,109.861,77.15,22,Bangkok,-0.9891915300567856,NA
Bangkok,2020-03-08,2,0.016,0,0,16.67,1,135.132,16277.671,11.373,109.861,77.15,23,Bangkok,-0.9891915300567856,NA
Bangkok,2020-03-09,4,0.014,0,0,16.67,-6,135.132,16277.671,11.373,109.861,77.15,24,Bangkok,-0.9891915300567856,NA
Bangkok,2020-03-10,4,0.02,6,0,25,-7,135.132,16277.671,11.373,109.861,77.15,25,Bangkok,-0.8241429312506974,NA
Bangkok,2020-03-11,4,0.033,11.320754716981133,0,25,-7,135.132,16277.671,11.373,109.861,77.15,26,Bangkok,-0.8241429312506974,NA
Bangkok,2020-03-12,4,0.047,18.64406779661017,0,25,-7,135.132,16277.671,11.373,109.861,77.15,27,Bangkok,-0.8241429312506974,NA
Bangkok,2020-03-13,5,0.055,7.142857142857142,0,25,-7,135.132,16277.671,11.373,109.861,77.15,28,Bangkok,-0.8241429312506974,NA
Bangkok,2020-03-14,3,0.065,9.333333333333334,0,25,3,135.132,16277.671,11.373,109.861,77.15,29,Bangkok,-0.8241429312506974,NA
Bangkok,2020-03-15,4,0.131,39.02439024390244,0,26.85,-2,135.132,16277.671,11.373,109.861,77.15,30,Bangkok,-0.7874874801352996,NA
Bangkok,2020-03-16,5,0.199,28.947368421052634,0,33.8,-10,135.132,16277.671,11.373,109.861,77.15,31,Bangkok,-0.6497818664855621,NA
Bangkok,2020-03-17,6,0.254,20.408163265306122,0,39.35,-12,135.132,16277.671,11.373,109.861,77.15,32,Bangkok,-0.5398155131393687,NA
Bangkok,2020-03-18,7,0.313,19.774011299435028,0,48.61,-13,135.132,16277.671,11.373,109.861,77.15,33,Bangkok,-0.35634011998878323,NA
Bangkok,2020-03-19,8,0.413,28.30188679245283,0,48.61,-14,135.132,16277.671,11.373,109.861,77.15,34,Bangkok,-0.35634011998878323,NA
Bangkok,2020-03-20,9,0.506,18.38235294117647,0,48.61,-15,135.132,16277.671,11.373,109.861,77.15,35,Bangkok,-0.35634011998878323,NA
Bangkok,2020-03-21,8,0.673,27.639751552795033,0,52.31,-4,135.132,16277.671,11.373,109.861,77.15,36,Bangkok,-0.28302921775798767,NA
Bangkok,2020-03-22,9,0.993,45.742092457420924,0,52.31,-10,135.132,16277.671,11.373,109.861,77.15,37,Bangkok,-0.28302921775798767,NA
Bangkok,2020-03-23,11,1.175,20.36727879799666,0,52.31,-20,135.132,16277.671,11.373,109.861,77.15,38,Bangkok,-0.28302921775798767,NA
Bangkok,2020-03-24,12,1.33,14.701803051317613,0.006,52.31,-23,135.132,16277.671,11.373,109.861,77.15,39,Bangkok,-0.28302921775798767,NA
Bangkok,2020-03-25,12,1.478,12.93833131801693,0.006,57.87,-24,135.132,16277.671,11.373,109.861,77.15,40,Bangkok,-0.17286472683819773,NA
Bangkok,2020-03-26,15,1.582,11.884368308351178,0.006,68.06,-26,135.132,16277.671,11.373,109.861,77.15,41,Bangkok,0.029037460656885172,NA
Bangkok,2020-03-27,17,1.666,8.708133971291867,0.008,68.06,-26,135.132,16277.671,11.373,109.861,77.15,42,Bangkok,0.029037460656885172,NA
Bangkok,2020-03-28,16,1.707,9.59507042253521,0.01,68.06,-14,135.132,16277.671,11.373,109.861,77.15,43,Bangkok,0.029037460656885172,NA
Bangkok,2020-03-29,16,1.615,11.485943775100402,0.012,68.06,-21,135.132,16277.671,11.373,109.861,77.15,44,Bangkok,0.029037460656885172,NA
Bangkok,2020-03-30,16,1.643,9.798270893371757,0.016,68.06,-27,135.132,16277.671,11.373,109.861,77.15,45,Bangkok,0.029037460656885172,NA
Bangkok,2020-03-31,15,1.686,8.333333333333332,0.012,68.06,-28,135.132,16277.671,11.373,109.861,77.15,46,Bangkok,0.029037460656885172,NA
Bangkok,2020-04-01,16,1.713,7.268322228952149,0.016,68.06,-30,135.132,16277.671,11.373,109.861,77.15,47,Bangkok,0.029037460656885172,NA
Bangkok,2020-04-02,17,1.699,5.872388481084133,0.023,68.06,-30,135.132,16277.671,11.373,109.861,77.15,48,Bangkok,0.029037460656885172,NA
Bangkok,2020-04-03,19,1.723,5.493333333333333,0.029,76.85,-30,135.132,16277.671,11.373,109.861,77.15,49,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-04,17,1.682,4.499494438827098,0.029,76.85,-19,135.132,16277.671,11.373,109.861,77.15,50,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-05,17,1.598,4.934687953555878,0.033,76.85,-25,135.132,16277.671,11.373,109.861,77.15,51,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-06,23,1.424,2.351313969571231,0.035,76.85,-49,135.132,16277.671,11.373,109.861,77.15,52,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-07,17,1.242,1.7117117117117115,0.035,76.85,-32,135.132,16277.671,11.373,109.861,77.15,53,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-08,18,1.224,4.91585473870682,0.037,76.85,-32,135.132,16277.671,11.373,109.861,77.15,54,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-09,18,1.122,2.2794428028704092,0.035,76.85,-32,135.132,16277.671,11.373,109.861,77.15,55,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-10,20,1.013,2.063557573256294,0.029,76.85,-32,135.132,16277.671,11.373,109.861,77.15,56,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-11,17,0.923,1.8196522442377678,0.031,76.85,-22,135.132,16277.671,11.373,109.861,77.15,57,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-12,17,0.782,1.3105639396346307,0.031,76.85,-24,135.132,16277.671,11.373,109.861,77.15,58,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-13,20,0.735,1.097608780870247,0.029,76.85,-35,135.132,16277.671,11.373,109.861,77.15,59,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-14,19,0.727,1.3183404420317952,0.029,76.85,-36,135.132,16277.671,11.373,109.861,77.15,60,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-15,19,0.561,1.1481056257175661,0.027,76.85,-35,135.132,16277.671,11.373,109.861,77.15,61,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-16,19,0.51,1.0972379871358307,0.029,76.85,-33,135.132,16277.671,11.373,109.861,77.15,62,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-17,21,0.465,1.0479041916167664,0.029,76.85,-33,135.132,16277.671,11.373,109.861,77.15,63,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-18,17,0.44,1.2222222222222223,0.025,76.85,-20,135.132,16277.671,11.373,109.861,77.15,64,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-19,16,0.438,1.1708744968898646,0.018,76.85,-22,135.132,16277.671,11.373,109.861,77.15,65,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-20,17,0.436,0.976491862567812,0.014,76.85,-29,135.132,16277.671,11.373,109.861,77.15,66,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-21,17,0.405,0.680515759312321,0.014,76.85,-30,135.132,16277.671,11.373,109.861,77.15,67,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-22,17,0.375,0.5336179295624333,0.012,76.85,-30,135.132,16277.671,11.373,109.861,77.15,68,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-23,17,0.342,0.46001415428167025,0.008,76.85,-30,135.132,16277.671,11.373,109.861,77.15,69,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-24,19,0.315,0.528355054596689,0.006,76.85,-29,135.132,16277.671,11.373,109.861,77.15,70,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-25,17,0.356,1.8570427470217241,0.008,76.85,-19,135.132,16277.671,11.373,109.861,77.15,71,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-26,15,0.321,0.5159958720330238,0.008,76.85,-22,135.132,16277.671,11.373,109.861,77.15,72,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-27,17,0.284,0.3080082135523614,0.01,76.85,-28,135.132,16277.671,11.373,109.861,77.15,73,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-28,15,0.26,0.2388263391334016,0.012,76.85,-29,135.132,16277.671,11.373,109.861,77.15,74,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-29,15,0.248,0.3063308373042886,0.01,76.85,-29,135.132,16277.671,11.373,109.861,77.15,75,Bangkok,0.20320038784842356,NA
Bangkok,2020-04-30,14,0.235,0.23752969121140144,0.008,76.85,-28,135.132,16277.671,11.373,109.861,77.15,76,Bangkok,0.20320038784842356,NA
Bangkok,2020-05-01,23,0.217,0.2031144211238998,0.008,76.85,-54,135.132,16277.671,11.373,109.861,77.15,77,Bangkok,0.20320038784842356,NA
Bangkok,2020-05-02,15,0.121,0.20270270270270271,0.006,76.85,-23,135.132,16277.671,11.373,109.861,77.15,78,Bangkok,0.20320038784842356,NA
Bangkok,2020-05-03,13,0.096,0.10114632501685772,0.006,75,-17,135.132,16277.671,11.373,109.861,77.15,79,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-04,19,0.115,0.6062647356012125,0.004,75,-44,135.132,16277.671,11.373,109.861,77.15,80,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-05,13,0.102,0.03347840642785404,0,75,-28,135.132,16277.671,11.373,109.861,77.15,81,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-06,21,0.086,0.03346720214190094,0.002,75,-50,135.132,16277.671,11.373,109.861,77.15,82,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-07,14,0.078,0.10036801605888257,0.002,75,-25,135.132,16277.671,11.373,109.861,77.15,83,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-08,16,0.082,0.267379679144385,0.002,75,-25,135.132,16277.671,11.373,109.861,77.15,84,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-09,13,0.078,0.13333333333333333,0.004,75,-12,135.132,16277.671,11.373,109.861,77.15,85,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-10,12,0.082,0.16644474034620504,0.004,75,-14,135.132,16277.671,11.373,109.861,77.15,86,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-11,17,0.057,0.19940179461615154,0.004,75,-34,135.132,16277.671,11.373,109.861,77.15,87,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-12,13,0.059,0.06633499170812604,0.004,75,-24,135.132,16277.671,11.373,109.861,77.15,88,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-13,13,0.057,0,0.002,75,-24,135.132,16277.671,11.373,109.861,77.15,89,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-14,13,0.053,0.033145508783559825,0.002,75,-24,135.132,16277.671,11.373,109.861,77.15,90,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-15,13,0.051,0.23194168323392977,0.002,75,-24,135.132,16277.671,11.373,109.861,77.15,91,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-16,12,0.043,0,0,75,-12,135.132,16277.671,11.373,109.861,77.15,92,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-17,10,0.039,0.09917355371900827,0,73.15,-10,135.132,16277.671,11.373,109.861,77.15,93,Bangkok,0.12988948561762825,NA
Bangkok,2020-05-18,12,0.033,0.09907529722589167,0,73.15,-22,135.132,16277.671,11.373,109.861,77.15,94,Bangkok,0.12988948561762825,NA
Bangkok,2020-05-19,12,0.033,0.06598482349059716,0,75,-23,135.132,16277.671,11.373,109.861,77.15,95,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-20,12,0.035,0.03297065611605671,0,75,-23,135.132,16277.671,11.373,109.861,77.15,96,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-21,13,0.039,0.0988793671720501,0,75,-23,135.132,16277.671,11.373,109.861,77.15,97,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-22,14,0.025,0,0,75,-22,135.132,16277.671,11.373,109.861,77.15,98,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-23,11,0.031,0.09878169245966416,0,75,-10,135.132,16277.671,11.373,109.861,77.15,99,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-24,10,0.025,0,0,75,-11,135.132,16277.671,11.373,109.861,77.15,100,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-25,12,0.023,0.06578947368421052,0.002,75,-23,135.132,16277.671,11.373,109.861,77.15,101,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-26,12,0.025,0.09861932938856016,0.002,75,-22,135.132,16277.671,11.373,109.861,77.15,102,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-27,12,0.041,0.2955665024630542,0.002,75,-22,135.132,16277.671,11.373,109.861,77.15,103,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-28,12,0.057,0.3601833660772757,0.002,75,-21,135.132,16277.671,11.373,109.861,77.15,104,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-29,13,0.08,0.35889070146818924,0.002,75,-21,135.132,16277.671,11.373,109.861,77.15,105,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-30,10,0.076,0.032509752925877766,0.002,75,-8,135.132,16277.671,11.373,109.861,77.15,106,Bangkok,0.16654493673302592,NA
Bangkok,2020-05-31,8,0.084,0.12999675008124797,0.002,75,-7,135.132,16277.671,11.373,109.861,77.15,107,Bangkok,0.16654493673302592,NA
Bangkok,2020-06-01,10,0.082,0.03245699448231094,0,75,-19,135.132,16277.671,11.373,109.861,77.15,108,Bangkok,0.16654493673302592,NA
Bangkok,2020-06-02,10,0.078,0.03244646333549643,0.002,75,-21,135.132,16277.671,11.373,109.861,77.15,109,Bangkok,0.16654493673302592,NA
Bangkok,2020-06-03,18,0.061,0.03243593902043464,0.002,75,-51,135.132,16277.671,11.373,109.861,77.15,110,Bangkok,0.16654493673302592,NA
Bangkok,2020-06-04,11,0.074,0.5512321660181583,0.002,75,-20,135.132,16277.671,11.373,109.861,77.15,111,Bangkok,0.16654493673302592,NA
Bangkok,2020-06-05,12,0.053,0.032247662044501774,0.002,75,-20,135.132,16277.671,11.373,109.861,77.15,112,Bangkok,0.16654493673302592,NA
Bangkok,2020-06-06,9,0.055,0.06447453255963895,0.002,62.96,-7,135.132,16277.671,11.373,109.861,77.15,113,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-07,7,0.063,0.25773195876288657,0.002,62.96,-7,135.132,16277.671,11.373,109.861,77.15,114,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-08,10,0.076,0.2249357326478149,0.002,62.96,-18,135.132,16277.671,11.373,109.861,77.15,115,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-09,10,0.078,0.06412311638345623,0,62.96,-20,135.132,16277.671,11.373,109.861,77.15,116,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-10,10,0.084,0.12816404998397948,0,62.96,-19,135.132,16277.671,11.373,109.861,77.15,117,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-11,10,0.049,0,0,62.96,-19,135.132,16277.671,11.373,109.861,77.15,118,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-12,11,0.055,0.128,0,62.96,-20,135.132,16277.671,11.373,109.861,77.15,119,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-13,8,0.061,0.15979546180888463,0,62.96,-7,135.132,16277.671,11.373,109.861,77.15,120,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-14,7,0.047,0.031908104658583285,0,62.96,-6,135.132,16277.671,11.373,109.861,77.15,121,Bangkok,-0.07201270187745464,NA
Bangkok,2020-06-15,9,0.033,0,0,59.26,-19,135.132,16277.671,11.373,109.861,77.15,122,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-16,10,0.029,0,0,59.26,-20,135.132,16277.671,11.373,109.861,77.15,123,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-17,10,0.02,0,0,59.26,-21,135.132,16277.671,11.373,109.861,77.15,124,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-18,9,0.033,0.19138755980861244,0,59.26,-20,135.132,16277.671,11.373,109.861,77.15,125,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-19,10,0.035,0.1591849729385546,0,59.26,-20,135.132,16277.671,11.373,109.861,77.15,126,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-20,6,0.027,0.03178639542275906,0,59.26,-6,135.132,16277.671,11.373,109.861,77.15,127,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-21,6,0.027,0.03177629488401652,0,59.26,-6,135.132,16277.671,11.373,109.861,77.15,128,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-22,8,0.033,0.09529860228716645,0,59.26,-20,135.132,16277.671,11.373,109.861,77.15,129,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-23,8,0.043,0.15867978419549347,0,59.26,-20,135.132,16277.671,11.373,109.861,77.15,130,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-24,8,0.045,0.03168567807351077,0,59.26,-19,135.132,16277.671,11.373,109.861,77.15,131,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-25,8,0.035,0.031675641431738996,0,59.26,-20,135.132,16277.671,11.373,109.861,77.15,132,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-26,9,0.033,0.1266624445851805,0,59.26,-21,135.132,16277.671,11.373,109.861,77.15,133,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-27,6,0.031,0,0,59.26,-10,135.132,16277.671,11.373,109.861,77.15,134,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-28,4,0.029,0,0,59.26,-6,135.132,16277.671,11.373,109.861,77.15,135,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-29,7,0.037,0.2213788741302973,0,59.26,-19,135.132,16277.671,11.373,109.861,77.15,136,Bangkok,-0.1453236041082502,NA
Bangkok,2020-06-30,6,0.031,0.06311139160618492,0,59.26,-19,135.132,16277.671,11.373,109.861,77.15,137,Bangkok,-0.1453236041082502,NA
Tokyo,2020-02-15,1,0.034,NA,0.001,19.44,4,347.778,39002.223,27.049,79.37,84.63,1,Tokyo,-0.9343074221704873,NA
Tokyo,2020-02-16,3,0.041,11.11111111111111,0.001,19.44,-1,347.778,39002.223,27.049,79.37,84.63,2,Tokyo,-0.9343074221704873,NA
Tokyo,2020-02-17,0,0.046,11.666666666666666,0.001,19.44,1,347.778,39002.223,27.049,79.37,84.63,3,Tokyo,-0.9343074221704873,NA
Tokyo,2020-02-18,1,0.059,17.91044776119403,0.002,19.44,0,347.778,39002.223,27.049,79.37,84.63,4,Tokyo,-0.9343074221704873,NA
Tokyo,2020-02-19,1,0.064,7.59493670886076,0.002,19.44,-1,347.778,39002.223,27.049,79.37,84.63,5,Tokyo,-0.9343074221704873,NA
Tokyo,2020-02-20,1,0.07,11.76470588235294,0.001,25,-1,347.778,39002.223,27.049,79.37,84.63,6,Tokyo,-0.8241429312506974,NA
Tokyo,2020-02-21,2,0.078,17.894736842105264,0.001,25,-2,347.778,39002.223,27.049,79.37,84.63,7,Tokyo,-0.8241429312506974,NA
Tokyo,2020-02-22,2,0.094,22.321428571428573,0.001,25,-1,347.778,39002.223,27.049,79.37,84.63,8,Tokyo,-0.8241429312506974,NA
Tokyo,2020-02-23,0,0.101,8.75912408759124,0.001,25,-1,347.778,39002.223,27.049,79.37,84.63,9,Tokyo,-0.8241429312506974,NA
Tokyo,2020-02-24,19,0.105,7.38255033557047,0.001,25,-66,347.778,39002.223,27.049,79.37,84.63,10,Tokyo,-0.8241429312506974,NA
Tokyo,2020-02-25,1,0.106,8.125,0.001,34.26,-1,347.778,39002.223,27.049,79.37,84.63,11,Tokyo,-0.6406675381001118,NA
Tokyo,2020-02-26,2,0.121,10.982658959537572,0.001,34.26,-1,347.778,39002.223,27.049,79.37,84.63,12,Tokyo,-0.6406675381001118,NA
Tokyo,2020-02-27,3,0.139,13.541666666666666,0.002,34.26,-2,347.778,39002.223,27.049,79.37,84.63,13,Tokyo,-0.6406675381001118,NA
Tokyo,2020-02-28,4,0.14,8.256880733944955,0.003,34.26,-1,347.778,39002.223,27.049,79.37,84.63,14,Tokyo,-0.6406675381001118,NA
Tokyo,2020-02-29,5,0.122,3.8135593220338984,0.005,34.26,1,347.778,39002.223,27.049,79.37,84.63,15,Tokyo,-0.6406675381001118,NA
Tokyo,2020-03-01,4,0.124,5.714285714285714,0.005,34.26,-1,347.778,39002.223,27.049,79.37,84.63,16,Tokyo,-0.6406675381001118,NA
Tokyo,2020-03-02,6,0.133,7.335907335907336,0.005,43.52,-5,347.778,39002.223,27.049,79.37,84.63,17,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-03,5,0.141,7.1942446043165464,0.003,43.52,-6,347.778,39002.223,27.049,79.37,84.63,18,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-04,7,0.159,11.74496644295302,0.005,43.52,-8,347.778,39002.223,27.049,79.37,84.63,19,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-05,7,0.166,9.60960960960961,0.003,43.52,-7,347.778,39002.223,27.049,79.37,84.63,20,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-06,7,0.208,15.068493150684931,0.002,43.52,-8,347.778,39002.223,27.049,79.37,84.63,21,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-07,6,0.25,10.952380952380953,0.001,43.52,-6,347.778,39002.223,27.049,79.37,84.63,22,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-08,7,0.271,7.081545064377683,0.002,43.52,-8,347.778,39002.223,27.049,79.37,84.63,23,Tokyo,-0.4571921449495262,NA
Tokyo,2020-03-09,5,0.281,5.61122244488978,0.005,40.74,-6,347.778,39002.223,27.049,79.37,84.63,24,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-10,8,0.324,11.005692599620494,0.008,40.74,-10,347.778,39002.223,27.049,79.37,84.63,25,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-11,5,0.347,9.401709401709402,0.009,40.74,-8,347.778,39002.223,27.049,79.37,84.63,26,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-12,6,0.374,8.75,0.014,40.74,-8,347.778,39002.223,27.049,79.37,84.63,27,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-13,7,0.354,5.316091954022988,0.016,40.74,-8,347.778,39002.223,27.049,79.37,84.63,28,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-14,9,0.372,8.458390177353342,0.017,40.74,-11,347.778,39002.223,27.049,79.37,84.63,29,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-15,4,0.369,3.89937106918239,0.018,40.74,-3,347.778,39002.223,27.049,79.37,84.63,30,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-16,5,0.357,2.0581113801452786,0.023,40.74,-5,347.778,39002.223,27.049,79.37,84.63,31,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-17,5,0.348,5.931198102016608,0.019,40.74,-7,347.778,39002.223,27.049,79.37,84.63,32,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-18,5,0.325,3.9193729003359463,0.019,40.74,-7,347.778,39002.223,27.049,79.37,84.63,33,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-19,4,0.307,4.310344827586207,0.016,40.74,-8,347.778,39002.223,27.049,79.37,84.63,34,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-20,22,0.326,5.578512396694215,0.015,40.74,-66,347.778,39002.223,27.049,79.37,84.63,35,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-21,4,0.298,3.6203522504892365,0.016,40.74,-10,347.778,39002.223,27.049,79.37,84.63,36,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-22,2,0.314,4.2492917847025495,0.018,40.74,-5,347.778,39002.223,27.049,79.37,84.63,37,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-23,5,0.34,3.6231884057971016,0.012,40.74,-6,347.778,39002.223,27.049,79.37,84.63,38,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-24,6,0.366,6.381118881118882,0.014,40.74,-9,347.778,39002.223,27.049,79.37,84.63,39,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-25,4,0.436,7.970419063270337,0.015,40.74,-8,347.778,39002.223,27.049,79.37,84.63,40,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-26,6,0.506,7.76255707762557,0.016,40.74,-10,347.778,39002.223,27.049,79.37,84.63,41,Tokyo,-0.5122743904094212,NA
Tokyo,2020-03-27,10,0.574,8.050847457627118,0.021,40.74,-15,347.778,39002.223,27.049,79.37,84.63,42,Tokyo,-0.5122743904094212,NA
