Country,City,Date,Mobility_Retail,Mobility_Transit,Mobility_Workplace,Mobility_Residential,Response_Stringency
Spain,Madrid,2020-03-12,-32,-33,-28,12,46
Spain,Madrid,2020-03-13,-47,-46,-37,17,46
Spain,Madrid,2020-03-14,-82,-65,-46,18,67
Spain,Madrid,2020-03-15,-89,-77,-53,19,67
Spain,Madrid,2020-03-16,-82,-75,-65,29,69
Spain,Madrid,2020-03-17,-85,-79,-69,31,72
Spain,Madrid,2020-03-18,-86,-81,-71,33,72
Spain,Madrid,2020-03-19,-87,-82,-73,35,72
Spain,Madrid,2020-03-20,-89,-83,-73,38,72
Spain,Madrid,2020-03-21,-93,-87,-66,26,72
Spain,Madrid,2020-03-22,-93,-88,-66,23,72
Spain,Madrid,2020-03-23,-86,-83,-75,33,72
Spain,Madrid,2020-03-24,-88,-84,-76,35,72
Spain,Madrid,2020-03-25,-89,-85,-77,36,72
Spain,Madrid,2020-03-26,-89,-85,-77,37,72
Spain,Madrid,2020-03-27,-90,-86,-77,40,72
Spain,Madrid,2020-03-28,-93,-87,-68,27,72
Spain,Madrid,2020-03-29,-94,-89,-65,22,72
Spain,Madrid,2020-03-30,-89,-87,-82,36,85
Spain,Madrid,2020-03-31,-92,-88,-83,37,85
Spain,Madrid,2020-04-01,-91,-87,-83,38,85
Spain,Madrid,2020-04-02,-91,-87,-83,39,85
Spain,Madrid,2020-04-03,-90,-87,-82,41,85
Spain,Madrid,2020-04-04,-93,-88,-69,27,85
Spain,Madrid,2020-04-05,-94,-90,-69,23,85
Spain,Madrid,2020-04-06,-88,-86,-82,36,85
Spain,Madrid,2020-04-07,-91,-86,-82,36,85
Spain,Madrid,2020-04-08,-90,-85,-82,36,85
Spain,Madrid,2020-04-09,-95,-92,-92,43,85
Spain,Madrid,2020-04-10,-96,-93,-92,46,85
Spain,Madrid,2020-04-11,-94,-87,-68,27,85
Spain,Madrid,2020-04-12,-96,-90,-68,23,85
Spain,Madrid,2020-04-13,-90,-84,-78,35,85
Spain,Madrid,2020-04-14,-91,-84,-77,35,85
Spain,Madrid,2020-04-15,-91,-84,-77,36,85
Spain,Madrid,2020-04-16,-90,-84,-77,37,85
Spain,Madrid,2020-04-17,-91,-84,-76,39,85
Spain,Madrid,2020-04-18,-94,-86,-66,26,85
Spain,Madrid,2020-04-19,-95,-89,-67,23,85
Spain,Madrid,2020-04-20,-89,-82,-75,34,85
Spain,Madrid,2020-04-21,-90,-83,-76,35,85
Spain,Madrid,2020-04-22,-90,-83,-75,35,85
Spain,Madrid,2020-04-23,-90,-83,-75,36,85
Spain,Madrid,2020-04-24,-91,-83,-74,38,85
Spain,Madrid,2020-04-25,-93,-85,-65,26,85
Spain,Madrid,2020-04-26,-93,-84,-65,22,85
Spain,Madrid,2020-04-27,-88,-80,-73,33,85
Spain,Madrid,2020-04-28,-88,-80,-74,32,85
Spain,Madrid,2020-04-29,-88,-80,-73,34,85
Spain,Madrid,2020-04-30,-86,-79,-73,34,85
Spain,Madrid,2020-05-01,-95,-89,-91,45,85
Spain,Madrid,2020-05-02,-88,-69,-64,23,85
Spain,Madrid,2020-05-03,-86,-69,-57,19,85
Spain,Madrid,2020-05-04,-79,-68,-69,29,82
Spain,Madrid,2020-05-05,-80,-69,-69,30,82
Spain,Madrid,2020-05-06,-81,-68,-69,30,82
Spain,Madrid,2020-05-07,-81,-70,-69,31,82
Spain,Madrid,2020-05-08,-83,-69,-68,33,82
Spain,Madrid,2020-05-09,-87,-67,-54,22,82
Spain,Madrid,2020-05-10,-88,-72,-56,20,82
Spain,Madrid,2020-05-11,-77,-67,-65,28,82
Spain,Madrid,2020-05-12,-82,-73,-66,30,82
Spain,Madrid,2020-05-13,-79,-67,-65,29,83
Spain,Madrid,2020-05-14,-80,-70,-67,29,83
Spain,Madrid,2020-05-15,-86,-78,-80,38,83
Spain,Madrid,2020-05-16,-84,-66,-51,22,83
Spain,Madrid,2020-05-17,-85,-65,-51,19,79
Spain,Madrid,2020-05-18,-71,-61,-62,26,79
Spain,Madrid,2020-05-19,-73,-62,-63,27,79
Spain,Madrid,2020-05-20,-73,-62,-63,28,79
Spain,Madrid,2020-05-21,-73,-63,-63,28,79
Spain,Madrid,2020-05-22,-76,-64,-61,30,75
Spain,Madrid,2020-05-23,-80,-60,-42,20,75
Spain,Madrid,2020-05-24,-82,-64,-44,18,75
Spain,Madrid,2020-05-25,-54,-53,-58,21,75
Spain,Madrid,2020-05-26,-57,-54,-57,21,72
Spain,Madrid,2020-05-27,-57,-54,-56,22,68
Spain,Madrid,2020-05-28,-57,-54,-56,23,68
Spain,Madrid,2020-05-29,-59,-52,-55,23,68
Spain,Madrid,2020-05-30,-63,-43,-23,11,68
Spain,Madrid,2020-05-31,-70,-59,-24,12,68
Spain,Madrid,2020-06-01,-50,-48,-53,20,67
Spain,Madrid,2020-06-02,-52,-49,-53,20,67
Spain,Madrid,2020-06-03,-53,-49,-53,21,67
Spain,Madrid,2020-06-04,-55,-51,-54,22,67
Spain,Madrid,2020-06-05,-52,-48,-51,20,67
Spain,Madrid,2020-06-06,-57,-40,-19,9,67
Spain,Madrid,2020-06-07,-63,-52,-20,11,67
Spain,Madrid,2020-06-08,-34,-46,-50,18,57
Spain,Madrid,2020-06-09,-36,-46,-50,18,57
Spain,Madrid,2020-06-10,-36,-46,-50,18,57
Spain,Madrid,2020-06-11,-37,-48,-50,19,57
Spain,Madrid,2020-06-12,-41,-48,-48,19,57
Spain,Madrid,2020-06-13,-42,-36,-10,7,57
Spain,Madrid,2020-06-14,-42,-43,-6,7,57
Belgium,Brussels,2020-02-15,11,18,1,-1,11
Belgium,Brussels,2020-02-16,-1,8,-5,1,11
Belgium,Brussels,2020-02-17,2,4,4,0,11
Belgium,Brussels,2020-02-18,6,7,5,-1,11
Belgium,Brussels,2020-02-19,0,3,5,-1,11
Belgium,Brussels,2020-02-20,-4,3,3,0,11
Belgium,Brussels,2020-02-21,1,7,2,0,11
Belgium,Brussels,2020-02-22,-6,4,-1,0,11
Belgium,Brussels,2020-02-23,-9,0,-5,0,11
Belgium,Brussels,2020-02-24,3,-9,-18,3,11
Belgium,Brussels,2020-02-25,3,-7,-17,3,11
Belgium,Brussels,2020-02-26,-4,-9,-16,2,11
Belgium,Brussels,2020-02-27,-8,-13,-18,4,11
Belgium,Brussels,2020-02-28,-3,-7,-18,4,11
Belgium,Brussels,2020-02-29,-7,-2,-2,0,11
Belgium,Brussels,2020-03-01,-5,7,-4,-1,11
Belgium,Brussels,2020-03-02,-8,-1,2,1,11
Belgium,Brussels,2020-03-03,2,-2,3,0,11
Belgium,Brussels,2020-03-04,-3,-1,3,0,14
Belgium,Brussels,2020-03-05,-6,0,2,1,14
Belgium,Brussels,2020-03-06,-2,6,0,1,14
Belgium,Brussels,2020-03-07,2,6,1,0,14
Belgium,Brussels,2020-03-08,-5,3,-5,1,14
Belgium,Brussels,2020-03-09,-5,-4,0,1,14
Belgium,Brussels,2020-03-10,-10,-8,0,2,19
Belgium,Brussels,2020-03-11,-12,-7,-1,2,19
Belgium,Brussels,2020-03-12,-13,-10,-4,3,19
Belgium,Brussels,2020-03-13,-19,-19,-14,7,23
Belgium,Brussels,2020-03-14,-73,-41,-33,12,51
Belgium,Brussels,2020-03-15,-70,-44,-37,9,51
Belgium,Brussels,2020-03-16,-50,-51,-47,18,51
Belgium,Brussels,2020-03-17,-55,-57,-55,19,51
Belgium,Brussels,2020-03-18,-73,-66,-64,24,73
Belgium,Brussels,2020-03-19,-83,-77,-72,31,73
Belgium,Brussels,2020-03-20,-85,-78,-72,35,81
Belgium,Brussels,2020-03-21,-88,-76,-60,24,81
Belgium,Brussels,2020-03-22,-86,-76,-58,17,81
Belgium,Brussels,2020-03-23,-83,-79,-75,31,81
Belgium,Brussels,2020-03-24,-84,-80,-76,32,81
Belgium,Brussels,2020-03-25,-85,-79,-75,31,81
Belgium,Brussels,2020-03-26,-85,-81,-76,34,81
Belgium,Brussels,2020-03-27,-85,-79,-75,36,81
Belgium,Brussels,2020-03-28,-88,-77,-62,24,81
Belgium,Brussels,2020-03-29,-89,-82,-62,19,81
Belgium,Brussels,2020-03-30,-85,-81,-76,32,81
Belgium,Brussels,2020-03-31,-84,-81,-76,32,81
Belgium,Brussels,2020-04-01,-85,-80,-75,31,81
Belgium,Brussels,2020-04-02,-86,-82,-77,34,81
Belgium,Brussels,2020-04-03,-85,-80,-75,36,81
Belgium,Brussels,2020-04-04,-87,-74,-61,24,81
Belgium,Brussels,2020-04-05,-84,-72,-57,17,81
Belgium,Brussels,2020-04-06,-83,-79,-75,31,81
Belgium,Brussels,2020-04-07,-82,-79,-75,31,81
Belgium,Brussels,2020-04-08,-83,-78,-74,29,81
Belgium,Brussels,2020-04-09,-83,-79,-75,32,81
Belgium,Brussels,2020-04-10,-83,-77,-75,34,81
Belgium,Brussels,2020-04-11,-86,-71,-57,22,81
Belgium,Brussels,2020-04-12,-84,-74,-56,17,81
Belgium,Brussels,2020-04-13,-89,-86,-90,37,81
Belgium,Brussels,2020-04-14,-82,-79,-75,31,81
Belgium,Brussels,2020-04-15,-82,-77,-73,29,81
Belgium,Brussels,2020-04-16,-83,-78,-74,31,81
Belgium,Brussels,2020-04-17,-82,-76,-73,34,81
Belgium,Brussels,2020-04-18,-86,-75,-56,24,81
Belgium,Brussels,2020-04-19,-85,-74,-54,17,81
Belgium,Brussels,2020-04-20,-78,-76,-73,30,81
Belgium,Brussels,2020-04-21,-78,-77,-72,29,81
Belgium,Brussels,2020-04-22,-79,-75,-70,28,81
Belgium,Brussels,2020-04-23,-79,-75,-71,29,81
Belgium,Brussels,2020-04-24,-80,-75,-70,32,81
Belgium,Brussels,2020-04-25,-83,-69,-51,21,81
Belgium,Brussels,2020-04-26,-80,-67,-50,15,81
Belgium,Brussels,2020-04-27,-77,-74,-70,28,81
Belgium,Brussels,2020-04-28,-81,-78,-71,28,81
Belgium,Brussels,2020-04-29,-79,-75,-69,28,81
Belgium,Brussels,2020-04-30,-76,-74,-69,29,81
Belgium,Brussels,2020-05-01,-86,-81,-86,39,81
Belgium,Brussels,2020-05-02,-81,-69,-50,21,81
Belgium,Brussels,2020-05-03,-79,-67,-47,15,81
Belgium,Brussels,2020-05-04,-73,-70,-66,26,81
Belgium,Brussels,2020-05-05,-72,-70,-66,26,79
Belgium,Brussels,2020-05-06,-73,-67,-64,24,79
Belgium,Brussels,2020-05-07,-73,-69,-65,26,79
Belgium,Brussels,2020-05-08,-74,-66,-64,28,79
Belgium,Brussels,2020-05-09,-76,-58,-41,16,79
Belgium,Brussels,2020-05-10,-76,-63,-38,12,79
Belgium,Brussels,2020-05-11,-59,-63,-61,23,75
Belgium,Brussels,2020-05-12,-60,-62,-61,23,75
Belgium,Brussels,2020-05-13,-62,-61,-60,22,75
Belgium,Brussels,2020-05-14,-63,-61,-61,22,75
Belgium,Brussels,2020-05-15,-63,-57,-59,24,75
Belgium,Brussels,2020-05-16,-65,-47,-32,14,75
Belgium,Brussels,2020-05-17,-69,-48,-29,10,75
Belgium,Brussels,2020-05-18,-53,-54,-57,20,75
Belgium,Brussels,2020-05-19,-53,-55,-56,20,75
Belgium,Brussels,2020-05-20,-50,-52,-55,17,75
Belgium,Brussels,2020-05-21,-73,-67,-81,25,75
Belgium,Brussels,2020-05-22,-54,-57,-65,24,75
Belgium,Brussels,2020-05-23,-59,-44,-26,13,75
Belgium,Brussels,2020-05-24,-72,-51,-23,8,75
Belgium,Brussels,2020-05-25,-49,-52,-55,19,75
Belgium,Brussels,2020-05-26,-49,-54,-53,18,75
Belgium,Brussels,2020-05-27,-52,-51,-52,17,75
Belgium,Brussels,2020-05-28,-52,-52,-53,19,75
Belgium,Brussels,2020-05-29,-52,-48,-51,19,75
Belgium,Brussels,2020-05-30,-54,-35,-10,8,75
Belgium,Brussels,2020-05-31,-63,-38,-11,5,75
Belgium,Brussels,2020-06-01,-70,-64,-79,22,75
Belgium,Brussels,2020-06-02,-44,-48,-49,15,75
Belgium,Brussels,2020-06-03,-48,-47,-49,15,75
Belgium,Brussels,2020-06-04,-55,-53,-50,19,75
Belgium,Brussels,2020-06-05,-56,-50,-49,20,73
Belgium,Brussels,2020-06-06,-50,-37,-12,10,73
Belgium,Brussels,2020-06-07,-56,-34,-12,7,73
Belgium,Brussels,2020-06-08,-36,-47,-48,16,52
Belgium,Brussels,2020-06-09,-34,-46,-47,15,52
Belgium,Brussels,2020-06-10,-35,-44,-47,14,52
Belgium,Brussels,2020-06-11,-34,-45,-47,15,52
Belgium,Brussels,2020-06-12,-34,-40,-45,14,52
Belgium,Brussels,2020-06-13,-34,-26,-2,4,52
Belgium,Brussels,2020-06-14,-42,-32,1,2,52
Vietnam,Ho Chi Minh City,2020-02-15,-16,-12,1,8,47
Vietnam,Ho Chi Minh City,2020-02-16,-15,-14,-6,7,47
Vietnam,Ho Chi Minh City,2020-02-17,-16,-14,8,7,47
Vietnam,Ho Chi Minh City,2020-02-18,-10,-12,8,6,47
Vietnam,Ho Chi Minh City,2020-02-19,0,-15,7,3,47
Vietnam,Ho Chi Minh City,2020-02-20,6,-3,6,2,47
Vietnam,Ho Chi Minh City,2020-02-21,-14,-14,1,9,47
Vietnam,Ho Chi Minh City,2020-02-22,-17,-13,3,8,47
Vietnam,Ho Chi Minh City,2020-02-23,-16,-16,-5,6,47
Vietnam,Ho Chi Minh City,2020-02-24,-14,-13,10,6,47
Vietnam,Ho Chi Minh City,2020-02-25,-11,-12,9,6,47
Vietnam,Ho Chi Minh City,2020-02-26,-2,-16,7,3,47
Vietnam,Ho Chi Minh City,2020-02-27,6,-3,7,2,47
Vietnam,Ho Chi Minh City,2020-02-28,-14,-12,2,8,47
Vietnam,Ho Chi Minh City,2020-02-29,-15,-11,4,7,47
Vietnam,Ho Chi Minh City,2020-03-01,-14,-13,-5,6,47
Vietnam,Ho Chi Minh City,2020-03-02,-13,-13,10,6,47
Vietnam,Ho Chi Minh City,2020-03-03,-10,-11,10,5,47
Vietnam,Ho Chi Minh City,2020-03-04,2,-16,8,3,47
Vietnam,Ho Chi Minh City,2020-03-05,8,-3,8,1,47
Vietnam,Ho Chi Minh City,2020-03-06,-10,-11,3,8,47
Vietnam,Ho Chi Minh City,2020-03-07,-15,-12,5,8,47
Vietnam,Ho Chi Minh City,2020-03-08,-11,-14,-4,6,47
Vietnam,Ho Chi Minh City,2020-03-09,-17,-16,10,7,47
Vietnam,Ho Chi Minh City,2020-03-10,-14,-15,10,6,47
Vietnam,Ho Chi Minh City,2020-03-11,-5,-18,8,4,47
Vietnam,Ho Chi Minh City,2020-03-12,-2,-10,7,3,47
Vietnam,Ho Chi Minh City,2020-03-13,-21,-21,2,10,47
Vietnam,Ho Chi Minh City,2020-03-14,-27,-21,3,11,47
Vietnam,Ho Chi Minh City,2020-03-15,-30,-25,-7,10,47
Vietnam,Ho Chi Minh City,2020-03-16,-27,-23,7,9,47
Vietnam,Ho Chi Minh City,2020-03-17,-26,-24,5,9,47
Vietnam,Ho Chi Minh City,2020-03-18,-18,-28,3,7,47
Vietnam,Ho Chi Minh City,2020-03-19,-16,-20,2,6,47
Vietnam,Ho Chi Minh City,2020-03-20,-32,-29,-4,13,47
Vietnam,Ho Chi Minh City,2020-03-21,-36,-31,-2,13,47
Vietnam,Ho Chi Minh City,2020-03-22,-38,-36,-11,12,50
Vietnam,Ho Chi Minh City,2020-03-23,-34,-33,2,11,50
Vietnam,Ho Chi Minh City,2020-03-24,-35,-33,0,11,50
Vietnam,Ho Chi Minh City,2020-03-25,-35,-37,-5,10,56
Vietnam,Ho Chi Minh City,2020-03-26,-37,-31,-8,9,61
Vietnam,Ho Chi Minh City,2020-03-27,-52,-38,-15,18,67
Vietnam,Ho Chi Minh City,2020-03-28,-62,-45,-16,20,83
Vietnam,Ho Chi Minh City,2020-03-29,-69,-55,-29,20,83
Vietnam,Ho Chi Minh City,2020-03-30,-63,-51,-16,18,83
Vietnam,Ho Chi Minh City,2020-03-31,-61,-50,-18,17,83
Vietnam,Ho Chi Minh City,2020-04-01,-66,-60,-31,20,96
Vietnam,Ho Chi Minh City,2020-04-02,-69,-63,-66,28,96
Vietnam,Ho Chi Minh City,2020-04-03,-71,-63,-38,28,96
Vietnam,Ho Chi Minh City,2020-04-04,-74,-63,-33,26,96
Vietnam,Ho Chi Minh City,2020-04-05,-76,-68,-37,24,96
Vietnam,Ho Chi Minh City,2020-04-06,-68,-60,-28,23,96
Vietnam,Ho Chi Minh City,2020-04-07,-67,-59,-29,22,96
Vietnam,Ho Chi Minh City,2020-04-08,-64,-61,-30,19,96
Vietnam,Ho Chi Minh City,2020-04-09,-64,-56,-31,18,96
Vietnam,Ho Chi Minh City,2020-04-10,-69,-60,-34,26,96
Vietnam,Ho Chi Minh City,2020-04-11,-70,-59,-30,24,96
Vietnam,Ho Chi Minh City,2020-04-12,-73,-65,-35,22,96
Vietnam,Ho Chi Minh City,2020-04-13,-68,-59,-26,22,96
Vietnam,Ho Chi Minh City,2020-04-14,-66,-58,-27,21,96
Vietnam,Ho Chi Minh City,2020-04-15,-61,-59,-27,18,87
Vietnam,Ho Chi Minh City,2020-04-16,-57,-51,-25,15,87
Vietnam,Ho Chi Minh City,2020-04-17,-65,-57,-29,24,87
Vietnam,Ho Chi Minh City,2020-04-18,-68,-58,-25,22,87
Vietnam,Ho Chi Minh City,2020-04-19,-70,-62,-31,20,87
Vietnam,Ho Chi Minh City,2020-04-20,-63,-56,-20,19,87
Vietnam,Ho Chi Minh City,2020-04-21,-63,-56,-21,18,87
Vietnam,Ho Chi Minh City,2020-04-22,-57,-57,-21,16,78
Vietnam,Ho Chi Minh City,2020-04-23,-42,-47,-17,12,78
Vietnam,Ho Chi Minh City,2020-04-24,-47,-49,-20,18,78
Vietnam,Ho Chi Minh City,2020-04-25,-47,-46,-17,17,72
Vietnam,Ho Chi Minh City,2020-04-26,-48,-49,-21,15,75
Vietnam,Ho Chi Minh City,2020-04-27,-40,-43,-9,14,75
Vietnam,Ho Chi Minh City,2020-04-28,-34,-37,-10,11,75
Vietnam,Ho Chi Minh City,2020-04-29,-21,-28,-12,5,75
Vietnam,Ho Chi Minh City,2020-04-30,-34,-25,-60,11,75
Vietnam,Ho Chi Minh City,2020-05-01,-51,-44,-67,23,75
Vietnam,Ho Chi Minh City,2020-05-02,-52,-39,-42,17,75
Vietnam,Ho Chi Minh City,2020-05-03,-45,-27,-20,8,75
Vietnam,Ho Chi Minh City,2020-05-04,-36,-18,-3,10,66
Vietnam,Ho Chi Minh City,2020-05-05,-32,-15,-3,9,66
Vietnam,Ho Chi Minh City,2020-05-06,-23,-17,-4,7,66
Vietnam,Ho Chi Minh City,2020-05-07,-15,-7,-5,5,66
Vietnam,Ho Chi Minh City,2020-05-08,-28,-15,-8,11,66
Vietnam,Ho Chi Minh City,2020-05-09,-28,-13,-7,11,66
Vietnam,Ho Chi Minh City,2020-05-10,-24,-11,-11,9,66
Vietnam,Ho Chi Minh City,2020-05-11,-24,-6,4,7,66
Vietnam,Ho Chi Minh City,2020-05-12,-22,-5,4,6,66
Vietnam,Ho Chi Minh City,2020-05-13,-12,-10,2,4,66
Vietnam,Ho Chi Minh City,2020-05-14,-6,0,1,2,66
Vietnam,Ho Chi Minh City,2020-05-15,-22,-8,-4,8,66
Vietnam,Ho Chi Minh City,2020-05-16,-24,-9,-6,10,66
Vietnam,Ho Chi Minh City,2020-05-17,-21,-11,-10,8,66
Vietnam,Ho Chi Minh City,2020-05-18,-23,-8,8,6,66
Vietnam,Ho Chi Minh City,2020-05-19,-25,-12,7,6,66
Vietnam,Ho Chi Minh City,2020-05-20,-8,-13,4,3,66
Vietnam,Ho Chi Minh City,2020-05-21,-3,0,3,1,66
Vietnam,Ho Chi Minh City,2020-05-22,-21,-10,0,8,66
Vietnam,Ho Chi Minh City,2020-05-23,-20,-11,-2,8,66
Vietnam,Ho Chi Minh City,2020-05-24,-18,-13,-9,7,66
Vietnam,Ho Chi Minh City,2020-05-25,-29,-18,6,8,66
Vietnam,Ho Chi Minh City,2020-05-26,-17,-9,11,5,66
Vietnam,Ho Chi Minh City,2020-05-27,-13,-17,8,3,66
Vietnam,Ho Chi Minh City,2020-05-28,-3,0,7,1,66
Vietnam,Ho Chi Minh City,2020-05-29,-20,-9,1,8,66
Vietnam,Ho Chi Minh City,2020-05-30,-23,-12,1,9,66
Vietnam,Ho Chi Minh City,2020-05-31,-13,-9,-8,6,66
Vietnam,Ho Chi Minh City,2020-06-01,-18,-9,11,5,66
Vietnam,Ho Chi Minh City,2020-06-02,-18,-10,11,5,66
Vietnam,Ho Chi Minh City,2020-06-03,-8,-12,9,3,66
Vietnam,Ho Chi Minh City,2020-06-04,-6,-2,8,2,66
Vietnam,Ho Chi Minh City,2020-06-05,-15,-5,2,7,66
Vietnam,Ho Chi Minh City,2020-06-06,-17,-8,0,8,66
Vietnam,Ho Chi Minh City,2020-06-07,-15,-13,-10,7,66
Vietnam,Ho Chi Minh City,2020-06-08,-18,-9,13,5,66
Vietnam,Ho Chi Minh City,2020-06-09,-17,-11,12,4,66
Vietnam,Ho Chi Minh City,2020-06-10,-10,-16,9,3,66
Vietnam,Ho Chi Minh City,2020-06-11,7,2,9,0,66
Vietnam,Ho Chi Minh City,2020-06-12,-12,-7,3,7,66
Vietnam,Ho Chi Minh City,2020-06-13,-28,-18,-1,10,66
Vietnam,Ho Chi Minh City,2020-06-14,-20,-20,-11,9,66
Hong Kong,Hong Kong,2020-02-15,-26,-34,-18,14,53
Hong Kong,Hong Kong,2020-02-16,-28,-36,-19,13,53
Hong Kong,Hong Kong,2020-02-17,-23,-32,-21,15,53
Hong Kong,Hong Kong,2020-02-18,-24,-33,-21,16,53
Hong Kong,Hong Kong,2020-02-19,-24,-31,-17,14,53
Hong Kong,Hong Kong,2020-02-20,-24,-28,-11,12,53
Hong Kong,Hong Kong,2020-02-21,-24,-31,-21,17,53
Hong Kong,Hong Kong,2020-02-22,-23,-30,-16,13,53
Hong Kong,Hong Kong,2020-02-23,-24,-31,-17,11,53
Hong Kong,Hong Kong,2020-02-24,-23,-31,-19,14,53
Hong Kong,Hong Kong,2020-02-25,-24,-31,-19,15,53
Hong Kong,Hong Kong,2020-02-26,-24,-30,-15,14,53
Hong Kong,Hong Kong,2020-02-27,-24,-27,-9,12,53
Hong Kong,Hong Kong,2020-02-28,-23,-29,-19,16,53
Hong Kong,Hong Kong,2020-02-29,-22,-25,-14,12,53
Hong Kong,Hong Kong,2020-03-01,-22,-27,-15,10,53
Hong Kong,Hong Kong,2020-03-02,-22,-27,-14,13,45
Hong Kong,Hong Kong,2020-03-03,-22,-28,-14,14,45
Hong Kong,Hong Kong,2020-03-04,-24,-27,-11,13,45
Hong Kong,Hong Kong,2020-03-05,-22,-24,-5,11,45
Hong Kong,Hong Kong,2020-03-06,-20,-26,-14,15,45
Hong Kong,Hong Kong,2020-03-07,-20,-24,-12,11,45
Hong Kong,Hong Kong,2020-03-08,-21,-26,-15,10,45
Hong Kong,Hong Kong,2020-03-09,-21,-26,-13,13,45
Hong Kong,Hong Kong,2020-03-10,-20,-26,-12,13,45
Hong Kong,Hong Kong,2020-03-11,-21,-26,-9,12,45
Hong Kong,Hong Kong,2020-03-12,-22,-22,-3,10,45
Hong Kong,Hong Kong,2020-03-13,-20,-26,-13,14,45
Hong Kong,Hong Kong,2020-03-14,-20,-24,-12,11,45
Hong Kong,Hong Kong,2020-03-15,-18,-23,-14,9,45
Hong Kong,Hong Kong,2020-03-16,-20,-25,-12,12,45
Hong Kong,Hong Kong,2020-03-17,-22,-28,-12,13,45
Hong Kong,Hong Kong,2020-03-18,-25,-29,-9,13,45
Hong Kong,Hong Kong,2020-03-19,-25,-25,-3,11,45
Hong Kong,Hong Kong,2020-03-20,-22,-28,-13,15,45
Hong Kong,Hong Kong,2020-03-21,-24,-30,-13,13,45
Hong Kong,Hong Kong,2020-03-22,-25,-32,-15,12,45
Hong Kong,Hong Kong,2020-03-23,-24,-32,-17,14,53
Hong Kong,Hong Kong,2020-03-24,-27,-34,-19,16,53
Hong Kong,Hong Kong,2020-03-25,-27,-33,-16,15,53
Hong Kong,Hong Kong,2020-03-26,-28,-31,-11,13,53
Hong Kong,Hong Kong,2020-03-27,-26,-33,-20,18,53
Hong Kong,Hong Kong,2020-03-28,-31,-37,-17,16,53
Hong Kong,Hong Kong,2020-03-29,-35,-45,-24,16,64
Hong Kong,Hong Kong,2020-03-30,-32,-37,-23,17,64
Hong Kong,Hong Kong,2020-03-31,-31,-36,-23,18,64
Hong Kong,Hong Kong,2020-04-01,-29,-34,-20,16,64
Hong Kong,Hong Kong,2020-04-02,-29,-31,-15,14,64
Hong Kong,Hong Kong,2020-04-03,-28,-34,-24,19,64
Hong Kong,Hong Kong,2020-04-04,-32,-42,-43,19,64
Hong Kong,Hong Kong,2020-04-05,-37,-47,-27,17,64
Hong Kong,Hong Kong,2020-04-06,-34,-39,-25,18,67
Hong Kong,Hong Kong,2020-04-07,-27,-35,-23,17,67
Hong Kong,Hong Kong,2020-04-08,-26,-33,-19,15,67
Hong Kong,Hong Kong,2020-04-09,-24,-27,-14,12,67
Hong Kong,Hong Kong,2020-04-10,-28,-43,-58,27,67
Hong Kong,Hong Kong,2020-04-11,-31,-41,-38,19,67
Hong Kong,Hong Kong,2020-04-12,-27,-34,-22,13,67
Hong Kong,Hong Kong,2020-04-13,-26,-45,-60,25,67
Hong Kong,Hong Kong,2020-04-14,-25,-32,-20,16,67
Hong Kong,Hong Kong,2020-04-15,-24,-30,-17,15,67
Hong Kong,Hong Kong,2020-04-16,-24,-29,-12,12,67
Hong Kong,Hong Kong,2020-04-17,-23,-37,-21,18,67
Hong Kong,Hong Kong,2020-04-18,-26,-31,-16,14,67
Hong Kong,Hong Kong,2020-04-19,-26,-33,-19,13,67
Hong Kong,Hong Kong,2020-04-20,-24,-34,-19,14,67
Hong Kong,Hong Kong,2020-04-21,-25,-35,-19,15,67
Hong Kong,Hong Kong,2020-04-22,-29,-38,-16,15,67
Hong Kong,Hong Kong,2020-04-23,-26,-33,-9,13,67
Hong Kong,Hong Kong,2020-04-24,-25,-36,-19,18,67
Hong Kong,Hong Kong,2020-04-25,-23,-31,-15,13,67
Hong Kong,Hong Kong,2020-04-26,-23,-32,-17,12,67
Hong Kong,Hong Kong,2020-04-27,-22,-34,-17,14,67
Hong Kong,Hong Kong,2020-04-28,-22,-33,-17,13,67
Hong Kong,Hong Kong,2020-04-29,-19,-29,-13,9,67
Hong Kong,Hong Kong,2020-04-30,-20,-33,-51,18,67
Hong Kong,Hong Kong,2020-05-01,-22,-40,-61,25,67
Hong Kong,Hong Kong,2020-05-02,-21,-28,-16,12,67
Hong Kong,Hong Kong,2020-05-03,-22,-31,-16,11,67
Hong Kong,Hong Kong,2020-05-04,-21,-31,-13,12,67
Hong Kong,Hong Kong,2020-05-05,-21,-31,-12,13,67
Hong Kong,Hong Kong,2020-05-06,-21,-29,-9,12,67
Hong Kong,Hong Kong,2020-05-07,-20,-24,-3,9,67
Hong Kong,Hong Kong,2020-05-08,-17,-25,-12,13,64
Hong Kong,Hong Kong,2020-05-09,-16,-22,-10,10,64
Hong Kong,Hong Kong,2020-05-10,-13,-21,-9,8,64
Hong Kong,Hong Kong,2020-05-11,-18,-27,-11,11,64
Hong Kong,Hong Kong,2020-05-12,-19,-27,-11,12,64
Hong Kong,Hong Kong,2020-05-13,-19,-25,-7,11,64
Hong Kong,Hong Kong,2020-05-14,-19,-21,0,8,64
Hong Kong,Hong Kong,2020-05-15,-17,-23,-12,11,64
Hong Kong,Hong Kong,2020-05-16,-17,-20,-10,10,64
Hong Kong,Hong Kong,2020-05-17,-17,-23,-11,9,64
