Country,City,Date,Mobility_Retail,Mobility_Transit,Mobility_Workplace,Mobility_Residential,Response_Stringency
China,Wuhan,29/03/2020, , , , ,74
China,Wuhan,30/03/2020, , , , ,74
China,Wuhan,31/03/2020, , , , ,74
China,Wuhan,01/04/2020, , , , ,74
China,Wuhan,02/04/2020, , , , ,74
China,Wuhan,03/04/2020, , , , ,70
China,Wuhan,04/04/2020, , , , ,70
China,Wuhan,05/04/2020, , , , ,70
China,Wuhan,06/04/2020, , , , ,70
China,Wuhan,07/04/2020, , , , ,70
China,Wuhan,08/04/2020, , , , ,57
China,Wuhan,09/04/2020, , , , ,57
China,Wuhan,10/04/2020, , , , ,57
China,Wuhan,11/04/2020, , , , ,57
China,Wuhan,12/04/2020, , , , ,57
China,Wuhan,13/04/2020, , , , ,57
China,Wuhan,14/04/2020, , , , ,57
China,Wuhan,15/04/2020, , , , ,57
China,Wuhan,16/04/2020, , , , ,57
China,Wuhan,17/04/2020, , , , ,57
China,Wuhan,18/04/2020, , , , ,57
China,Wuhan,19/04/2020, , , , ,57
China,Wuhan,20/04/2020, , , , ,57
China,Wuhan,21/04/2020, , , , ,57
China,Wuhan,22/04/2020, , , , ,57
China,Wuhan,23/04/2020, , , , ,57
China,Wuhan,24/04/2020, , , , ,57
China,Wuhan,25/04/2020, , , , ,57
China,Wuhan,26/04/2020, , , , ,57
China,Wuhan,27/04/2020, , , , ,57
China,Wuhan,28/04/2020, , , , ,57
China,Wuhan,29/04/2020, , , , ,57
China,Wuhan,30/04/2020, , , , ,57
China,Wuhan,01/05/2020, , , , ,57
China,Wuhan,02/05/2020, , , , ,57
China,Wuhan,03/05/2020, , , , ,57
China,Wuhan,04/05/2020, , , , ,57
China,Wuhan,05/05/2020, , , , ,57
China,Wuhan,06/05/2020, , , , ,57
China,Wuhan,07/05/2020, , , , ,57
China,Wuhan,08/05/2020, , , , ,57
China,Wuhan,09/05/2020, , , , ,57
China,Wuhan,10/05/2020, , , , ,82
China,Wuhan,11/05/2020, , , , ,82
China,Wuhan,12/05/2020, , , , ,82
China,Wuhan,13/05/2020, , , , ,82
China,Wuhan,14/05/2020, , , , ,82
China,Wuhan,15/05/2020, , , , ,82
China,Wuhan,16/05/2020, , , , ,82
China,Wuhan,17/05/2020, , , , ,82
China,Wuhan,18/05/2020, , , , ,82
China,Wuhan,19/05/2020, , , , ,82
China,Wuhan,20/05/2020, , , , ,82
China,Wuhan,21/05/2020, , , , ,82
China,Wuhan,22/05/2020, , , , ,82
China,Wuhan,23/05/2020, , , , ,82
China,Wuhan,24/05/2020, , , , ,82
China,Wuhan,25/05/2020, , , , ,82
China,Wuhan,26/05/2020, , , , ,82
China,Wuhan,27/05/2020, , , , ,82
China,Wuhan,28/05/2020, , , , ,82
China,Wuhan,29/05/2020, , , , ,82
China,Wuhan,30/05/2020, , , , ,82
China,Wuhan,31/05/2020, , , , ,82
China,Wuhan,01/06/2020, , , , ,82
China,Wuhan,02/06/2020, , , , ,82
China,Wuhan,03/06/2020, , , , ,78
China,Wuhan,04/06/2020, , , , ,78
China,Wuhan,05/06/2020, , , , ,78
China,Wuhan,06/06/2020, , , , ,78
China,Wuhan,07/06/2020, , , , ,78
China,Wuhan,08/06/2020, , , , ,78
China,Wuhan,09/06/2020, , , , ,78
China,Wuhan,10/06/2020, , , , ,78
China,Wuhan,11/06/2020, , , , ,78
China,Wuhan,12/06/2020, , , , ,78
China,Wuhan,13/06/2020, , , , ,78
China,Wuhan,14/06/2020, , , , ,78
China,Shanghai,15/02/2020, , , , ,75
China,Shanghai,16/02/2020, , , , ,75
China,Shanghai,17/02/2020, , , , ,75
China,Shanghai,18/02/2020, , , , ,75
China,Shanghai,19/02/2020, , , , ,75
China,Shanghai,20/02/2020, , , , ,75
China,Shanghai,21/02/2020, , , , ,75
China,Shanghai,22/02/2020, , , , ,75
China,Shanghai,23/02/2020, , , , ,75
China,Shanghai,24/02/2020, , , , ,75
China,Shanghai,25/02/2020, , , , ,81
China,Shanghai,26/02/2020, , , , ,81
China,Shanghai,27/02/2020, , , , ,81
China,Shanghai,28/02/2020, , , , ,81
China,Shanghai,29/02/2020, , , , ,81
China,Shanghai,01/03/2020, , , , ,81
China,Shanghai,02/03/2020, , , , ,81
China,Shanghai,03/03/2020, , , , ,81
China,Shanghai,04/03/2020, , , , ,81
China,Shanghai,05/03/2020, , , , ,81
China,Shanghai,06/03/2020, , , , ,81
China,Shanghai,07/03/2020, , , , ,81
China,Shanghai,08/03/2020, , , , ,81
China,Shanghai,09/03/2020, , , , ,81
China,Shanghai,10/03/2020, , , , ,81
China,Shanghai,11/03/2020, , , , ,81
China,Shanghai,12/03/2020, , , , ,81
China,Shanghai,13/03/2020, , , , ,81
China,Shanghai,14/03/2020, , , , ,81
China,Shanghai,15/03/2020, , , , ,81
China,Shanghai,16/03/2020, , , , ,79
China,Shanghai,17/03/2020, , , , ,79
China,Shanghai,18/03/2020, , , , ,79
China,Shanghai,19/03/2020, , , , ,79
China,Shanghai,20/03/2020, , , , ,79
China,Shanghai,21/03/2020, , , , ,79
China,Shanghai,22/03/2020, , , , ,79
China,Shanghai,23/03/2020, , , , ,79
China,Shanghai,24/03/2020, , , , ,79
China,Shanghai,25/03/2020, , , , ,79
China,Shanghai,26/03/2020, , , , ,82
China,Shanghai,27/03/2020, , , , ,82
China,Shanghai,28/03/2020, , , , ,74
China,Shanghai,29/03/2020, , , , ,74
China,Shanghai,30/03/2020, , , , ,74
China,Shanghai,31/03/2020, , , , ,74
China,Shanghai,01/04/2020, , , , ,74
China,Shanghai,02/04/2020, , , , ,74
China,Shanghai,03/04/2020, , , , ,70
China,Shanghai,04/04/2020, , , , ,70
China,Shanghai,05/04/2020, , , , ,70
China,Shanghai,06/04/2020, , , , ,70
China,Shanghai,07/04/2020, , , , ,70
China,Shanghai,08/04/2020, , , , ,57
China,Shanghai,09/04/2020, , , , ,57
China,Shanghai,10/04/2020, , , , ,57
China,Shanghai,11/04/2020, , , , ,57
China,Shanghai,12/04/2020, , , , ,57
China,Shanghai,13/04/2020, , , , ,57
China,Shanghai,14/04/2020, , , , ,57
China,Shanghai,15/04/2020, , , , ,57
China,Shanghai,16/04/2020, , , , ,57
China,Shanghai,17/04/2020, , , , ,57
China,Shanghai,18/04/2020, , , , ,57
China,Shanghai,19/04/2020, , , , ,57
China,Shanghai,20/04/2020, , , , ,57
China,Shanghai,21/04/2020, , , , ,57
China,Shanghai,22/04/2020, , , , ,57
China,Shanghai,23/04/2020, , , , ,57
China,Shanghai,24/04/2020, , , , ,57
China,Shanghai,25/04/2020, , , , ,57
China,Shanghai,26/04/2020, , , , ,57
China,Shanghai,27/04/2020, , , , ,57
China,Shanghai,28/04/2020, , , , ,57
China,Shanghai,29/04/2020, , , , ,57
China,Shanghai,30/04/2020, , , , ,57
China,Shanghai,01/05/2020, , , , ,57
China,Shanghai,02/05/2020, , , , ,57
China,Shanghai,03/05/2020, , , , ,57
China,Shanghai,04/05/2020, , , , ,57
China,Shanghai,05/05/2020, , , , ,57
China,Shanghai,06/05/2020, , , , ,57
China,Shanghai,07/05/2020, , , , ,57
China,Shanghai,08/05/2020, , , , ,57
China,Shanghai,09/05/2020, , , , ,57
China,Shanghai,10/05/2020, , , , ,82
China,Shanghai,11/05/2020, , , , ,82
China,Shanghai,12/05/2020, , , , ,82
China,Shanghai,13/05/2020, , , , ,82
China,Shanghai,14/05/2020, , , , ,82
China,Shanghai,15/05/2020, , , , ,82
China,Shanghai,16/05/2020, , , , ,82
China,Shanghai,17/05/2020, , , , ,82
China,Shanghai,18/05/2020, , , , ,82
China,Shanghai,19/05/2020, , , , ,82
China,Shanghai,20/05/2020, , , , ,82
China,Shanghai,21/05/2020, , , , ,82
China,Shanghai,22/05/2020, , , , ,82
China,Shanghai,23/05/2020, , , , ,82
China,Shanghai,24/05/2020, , , , ,82
China,Shanghai,25/05/2020, , , , ,82
China,Shanghai,26/05/2020, , , , ,82
China,Shanghai,27/05/2020, , , , ,82
China,Shanghai,28/05/2020, , , , ,82
China,Shanghai,29/05/2020, , , , ,82
China,Shanghai,30/05/2020, , , , ,82
China,Shanghai,31/05/2020, , , , ,82
China,Shanghai,01/06/2020, , , , ,82
China,Shanghai,02/06/2020, , , , ,82
China,Shanghai,03/06/2020, , , , ,78
China,Shanghai,04/06/2020, , , , ,78
China,Shanghai,05/06/2020, , , , ,78
China,Shanghai,06/06/2020, , , , ,78
China,Shanghai,07/06/2020, , , , ,78
China,Shanghai,08/06/2020, , , , ,78
China,Shanghai,09/06/2020, , , , ,78
China,Shanghai,10/06/2020, , , , ,78
China,Shanghai,11/06/2020, , , , ,78
China,Shanghai,12/06/2020, , , , ,78
China,Shanghai,13/06/2020, , , , ,78
China,Shanghai,14/06/2020, , , , ,78
China,Beijing,15/02/2020, , , , ,75
China,Beijing,16/02/2020, , , , ,75
China,Beijing,17/02/2020, , , , ,75
China,Beijing,18/02/2020, , , , ,75
China,Beijing,19/02/2020, , , , ,75
China,Beijing,20/02/2020, , , , ,75
China,Beijing,21/02/2020, , , , ,75
China,Beijing,22/02/2020, , , , ,75
China,Beijing,23/02/2020, , , , ,75
China,Beijing,24/02/2020, , , , ,75
China,Beijing,25/02/2020, , , , ,81
China,Beijing,26/02/2020, , , , ,81
China,Beijing,27/02/2020, , , , ,81
China,Beijing,28/02/2020, , , , ,81
China,Beijing,29/02/2020, , , , ,81
China,Beijing,01/03/2020, , , , ,81
China,Beijing,02/03/2020, , , , ,81
China,Beijing,03/03/2020, , , , ,81
China,Beijing,04/03/2020, , , , ,81
China,Beijing,05/03/2020, , , , ,81
China,Beijing,06/03/2020, , , , ,81
China,Beijing,07/03/2020, , , , ,81
China,Beijing,08/03/2020, , , , ,81
China,Beijing,09/03/2020, , , , ,81
China,Beijing,10/03/2020, , , , ,81
China,Beijing,11/03/2020, , , , ,81
China,Beijing,12/03/2020, , , , ,81
China,Beijing,13/03/2020, , , , ,81
China,Beijing,14/03/2020, , , , ,81
China,Beijing,15/03/2020, , , , ,81
China,Beijing,16/03/2020, , , , ,79
China,Beijing,17/03/2020, , , , ,79
China,Beijing,18/03/2020, , , , ,79
China,Beijing,19/03/2020, , , , ,79
China,Beijing,20/03/2020, , , , ,79
China,Beijing,21/03/2020, , , , ,79
China,Beijing,22/03/2020, , , , ,79
China,Beijing,23/03/2020, , , , ,79
China,Beijing,24/03/2020, , , , ,79
China,Beijing,25/03/2020, , , , ,79
China,Beijing,26/03/2020, , , , ,82
China,Beijing,27/03/2020, , , , ,82
China,Beijing,28/03/2020, , , , ,74
China,Beijing,29/03/2020, , , , ,74
China,Beijing,30/03/2020, , , , ,74
China,Beijing,31/03/2020, , , , ,74
China,Beijing,01/04/2020, , , , ,74
China,Beijing,02/04/2020, , , , ,74
China,Beijing,03/04/2020, , , , ,70
China,Beijing,04/04/2020, , , , ,70
China,Beijing,05/04/2020, , , , ,70
China,Beijing,06/04/2020, , , , ,70
China,Beijing,07/04/2020, , , , ,70
China,Beijing,08/04/2020, , , , ,57
China,Beijing,09/04/2020, , , , ,57
China,Beijing,10/04/2020, , , , ,57
China,Beijing,11/04/2020, , , , ,57
China,Beijing,12/04/2020, , , , ,57
China,Beijing,13/04/2020, , , , ,57
China,Beijing,14/04/2020, , , , ,57
China,Beijing,15/04/2020, , , , ,57
China,Beijing,16/04/2020, , , , ,57
China,Beijing,17/04/2020, , , , ,57
China,Beijing,18/04/2020, , , , ,57
China,Beijing,19/04/2020, , , , ,57
China,Beijing,20/04/2020, , , , ,57
China,Beijing,21/04/2020, , , , ,57
China,Beijing,22/04/2020, , , , ,57
China,Beijing,23/04/2020, , , , ,57
China,Beijing,24/04/2020, , , , ,57
China,Beijing,25/04/2020, , , , ,57
China,Beijing,26/04/2020, , , , ,57
China,Beijing,27/04/2020, , , , ,57
China,Beijing,28/04/2020, , , , ,57
China,Beijing,29/04/2020, , , , ,57
China,Beijing,30/04/2020, , , , ,57
China,Beijing,01/05/2020, , , , ,57
China,Beijing,02/05/2020, , , , ,57
China,Beijing,03/05/2020, , , , ,57
China,Beijing,04/05/2020, , , , ,57
China,Beijing,05/05/2020, , , , ,57
China,Beijing,06/05/2020, , , , ,57
China,Beijing,07/05/2020, , , , ,57
China,Beijing,08/05/2020, , , , ,57
China,Beijing,09/05/2020, , , , ,57
China,Beijing,10/05/2020, , , , ,82
China,Beijing,11/05/2020, , , , ,82
China,Beijing,12/05/2020, , , , ,82
China,Beijing,13/05/2020, , , , ,82
China,Beijing,14/05/2020, , , , ,82
China,Beijing,15/05/2020, , , , ,82
China,Beijing,16/05/2020, , , , ,82
China,Beijing,17/05/2020, , , , ,82
China,Beijing,18/05/2020, , , , ,82
China,Beijing,19/05/2020, , , , ,82
China,Beijing,20/05/2020, , , , ,82
China,Beijing,21/05/2020, , , , ,82
China,Beijing,22/05/2020, , , , ,82
China,Beijing,23/05/2020, , , , ,82
China,Beijing,24/05/2020, , , , ,82
China,Beijing,25/05/2020, , , , ,82
China,Beijing,26/05/2020, , , , ,82
China,Beijing,27/05/2020, , , , ,82
China,Beijing,28/05/2020, , , , ,82
China,Beijing,29/05/2020, , , , ,82
China,Beijing,30/05/2020, , , , ,82
China,Beijing,31/05/2020, , , , ,82
China,Beijing,01/06/2020, , , , ,82
China,Beijing,02/06/2020, , , , ,82
China,Beijing,03/06/2020, , , , ,78
China,Beijing,04/06/2020, , , , ,78
China,Beijing,05/06/2020, , , , ,78
China,Beijing,06/06/2020, , , , ,78
China,Beijing,07/06/2020, , , , ,78
China,Beijing,08/06/2020, , , , ,78
China,Beijing,09/06/2020, , , , ,78
China,Beijing,10/06/2020, , , , ,78
China,Beijing,11/06/2020, , , , ,78
China,Beijing,12/06/2020, , , , ,78
China,Beijing,13/06/2020, , , , ,78
China,Beijing,14/06/2020, , , , ,78
