"","x","y","December","January","February","March","April","May","June","JanDec_dif","FebDec_dif","MarDec_dif","AprDec_dif","MayDec_dif","JunDec_dif","JanDec","FebDec","MarDec","AprDec","MayDec","JunDec"
"77",96.2702032105534,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"78",96.274694786974,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"79",96.2791863633946,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"80",96.2836779398152,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"81",96.2881695162358,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"82",96.2926610926564,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"83",96.297152669077,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"84",96.3016442454976,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"85",96.3061358219182,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"86",96.3106273983388,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"87",96.3151189747594,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"88",96.3196105511799,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"89",96.3241021276006,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"90",96.3285937040211,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"91",96.3330852804417,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"92",96.3375768568623,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"93",96.3420684332829,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"94",96.3465600097035,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"95",96.3510515861241,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"96",96.3555431625447,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"97",96.3600347389653,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"98",96.3645263153859,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"99",96.3690178918065,17.0971856450431,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"100",95.9288434025882,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"101",95.9333349790088,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"102",95.9378265554294,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"103",95.94231813185,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"104",95.9468097082706,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"105",95.9513012846912,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"106",95.9557928611118,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"107",95.9602844375324,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"108",95.964776013953,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"109",95.9692675903735,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"110",95.9737591667941,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"111",95.9782507432147,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"112",95.9827423196353,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"113",95.9872338960559,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"114",95.9917254724765,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"115",95.9962170488971,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"116",96.0007086253177,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"117",96.0052002017383,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"118",96.0096917781589,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"119",96.0141833545795,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"120",96.0186749310001,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"121",96.0231665074207,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"122",96.0276580838413,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"123",96.0321496602619,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"124",96.0366412366825,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"125",96.0411328131031,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"126",96.0456243895237,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"127",96.0501159659443,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"128",96.0546075423648,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"129",96.0590991187855,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"130",96.063590695206,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"131",96.0680822716266,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"132",96.0725738480472,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"133",96.0770654244678,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"134",96.0815570008884,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"135",96.086048577309,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"136",96.0905401537296,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"137",96.0950317301502,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"138",96.0995233065708,17.0926940686225,12,14,12,15,14,14,0,2,0,3,2,2,-12,"slight_positive","no_change","slight_positive","slight_positive","slight_positive","slight_negative"
"139",96.1040148829914,17.0926940686225,11,15,13,15,16,14,14,4,2,4,5,3,3,"slight_positive","slight_positive","slight_positive","slight_positive","slight_positive","slight_positive"
"140",96.108506459412,17.0926940686225,0,0,0,0,0,0,12,0,0,0,0,0,12,"no_change","no_change","no_change","no_change","no_change","slight_positive"
"141",96.1129980358326,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"142",96.1174896122532,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"143",96.1219811886738,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"144",96.1264727650944,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"145",96.130964341515,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"146",96.1354559179356,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"147",96.1399474943562,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"148",96.1444390707768,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"149",96.1489306471973,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"150",96.1534222236179,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"151",96.1579138000385,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"152",96.1624053764591,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"153",96.1668969528797,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"154",96.1713885293003,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"155",96.1758801057209,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"156",96.1803716821415,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"157",96.1848632585621,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"158",96.1893548349827,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"159",96.1938464114033,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"160",96.1983379878239,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"161",96.2028295642445,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"162",96.2073211406651,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
"163",96.2118127170857,17.0926940686225,0,0,0,0,0,0,0,0,0,0,0,0,0,"no_change","no_change","no_change","no_change","no_change","no_change"
